Month,Year,monthyr,Custom Variable (Value 06),Sessions,Users,Pageviews,Story Visits (Goal 6 Conversion Rate),Streaming Visits (Goal 1 Conversion Rate),Streaming Event (Goal 11 Conversion Rate)
FEB,2015,FEB2015,WSIU Public Braodcasting,9833,7661,18243,0.782162107,0.006610394,0.015051358
FEB,2015,FEB2015,KCCU,9225,7795,10840,0.243360434,0.001084011,0.056585366
FEB,2015,FEB2015,WUCF-FM,8710,6208,13431,0,0.579219288,0
FEB,2015,FEB2015,WFIT,8678,5789,18763,0.480986402,0.00057617,0.249596681
FEB,2015,FEB2015,WPRL,7938,7170,9107,0.23973293,0.000125976,0.05026455
FEB,2015,FEB2015,KUSP,7937,4626,13061,0.081012977,0,0.002393852
FEB,2015,FEB2015,WNTI,7738,3811,19329,0.166838976,0.000129232,0.383820109
FEB,2015,FEB2015,Digital Services,7471,5311,15525,0.373443983,0.013920493,0.008432606
FEB,2015,FEB2015,High Plains Public Radio,7385,4595,13761,0.432092079,0.057142857,0.035748138
FEB,2015,FEB2015,WJSU,7385,6593,8234,0.140148951,0.00013541,0.015165877
FEB,2015,FEB2015,KRCU,7079,5949,12392,0.668597259,0.000565052,0.069077553
FEB,2015,FEB2015,KBBI,7039,5523,10875,0.001420656,0.000142066,0
FEB,2015,FEB2015,KSFR,6824,4274,16974,0.314624853,0.000146542,0.225820633
FEB,2015,FEB2015,WEAA-FM,6375,4460,16328,0.217098039,0.011294118,0.329882353
FEB,2015,FEB2015,Georgia Public Broadcasting,6053,4345,18054,0.040145382,0.000165207,0
FEB,2015,FEB2015,WMNF Tampa,5759,3130,7892,0.424726515,0.214620594,0
FEB,2015,FEB2015,KWBU,5731,4535,9787,0.668818705,0.137672308,0.054266271
FEB,2015,FEB2015,KVCR,5407,3585,14594,0.407064916,0.000184945,0.04827076
FEB,2015,FEB2015,KWIT,5362,4663,8570,0.772099963,0.000186498,0.013241328
FEB,2015,FEB2015,KRCB,5190,3859,12108,0.519845857,0.032369942,0.08150289
FEB,2015,FEB2015,KCND,4706,3874,7973,0.640883978,0.052273693,0.00318742
FEB,2015,FEB2015,Northstate Public Radio,4685,2212,10717,0.115048026,0.053788687,0.423692636
FEB,2015,FEB2015,WVIK,3853,2518,8687,0.450817545,0,0.243187127
FEB,2015,FEB2015,KEDM,3533,2535,8092,0.748938579,0.000566091,0.06453439
FEB,2015,FEB2015,PRNDI - NON STATION,1435,1091,3199,0.645993031,0,0
FEB,2015,FEB2015,WNIN,991,676,2074,0.635721493,0.001009082,0.020181635
FEB,2015,FEB2015,North Country Public Radio,838,723,1403,0,0.001193317,0
FEB,2015,FEB2015,KAMU,626,478,1421,0.083067093,0.039936102,0.178913738
FEB,2015,FEB2015,WAPS,601,581,810,0,0,0
FEB,2015,FEB2015,WTMD,535,426,1054,0,0,0
FEB,2015,FEB2015,WGVU,434,371,814,0,0,0
FEB,2015,FEB2015,WYEP,401,355,835,0,0,0
FEB,2015,FEB2015,WDET,266,234,517,0,0,0.018796992
FEB,2015,FEB2015,WOUB,200,165,564,0,0,0
FEB,2015,FEB2015,WICN,74,57,112,0,0,0
FEB,2015,FEB2015,KDFC,45,42,86,0,0,0
FEB,2015,FEB2015,NPRStations,40,13,405,0.025,0,0
FEB,2015,FEB2015,88Nine RadioMilwaukee,19,19,20,0,0.105263158,0
FEB,2015,FEB2015,WOSU Public Media,12,5,179,0.416666667,0,0
FEB,2015,FEB2015,WXYZ,6,6,23,0.833333333,0,0
FEB,2015,FEB2015,89.9 WWNO â€” New Orleans Public Radio,1,1,1,0,1,0
FEB,2015,FEB2015,Chicago+Public+Media,1,1,2,1,0,0
FEB,2015,FEB2015,KMFA,1,1,3,0,0,0
FEB,2015,FEB2015,minnJsota public radio,1,1,1,1,0,0
FEB,2015,FEB2015,Wisconsin Public Radio,1,1,5,0,0,0
FEB,2015,FEB2015,"minnesota public radio""Story",0,1,1,0,0,0
Jan,2015,Jan2015,WBUR,3189679,2262466,4908224,0.811629948,0.068908501,1.10E-05
Jan,2015,Jan2015,minnesota public radio,2827704,1666487,4660109,0.61456963,0.146961634,0
Jan,2015,Jan2015,KQED,2631005,1846347,4232622,0.655817834,0.110559653,0.107785808
Jan,2015,Jan2015,Southern California Public Radio,1328788,980325,1889185,0.824085558,0.103383685,0
Jan,2015,Jan2015,WAMU 88.5,934407,476164,1684091,0.088356573,0.240011044,0
Jan,2015,Jan2015,WHYY,836908,551850,1161872,0.523610719,0.096634278,0
Jan,2015,Jan2015,Oregon Public Broadcasting,625876,418753,1247290,0.519098032,0.010006775,0
Jan,2015,Jan2015,KUOW,533457,421331,752374,0.770815642,0.06872344,0.069596987
Jan,2015,Jan2015,KPBS,531980,389804,878984,0.648142787,0.10155269,0
Jan,2015,Jan2015,Public Media for North Texas,473504,328567,843498,0.478456359,0.14926801,0.001767673
Jan,2015,Jan2015,KEXP,448438,235961,809071,0.200792529,0.003422993,1.78E-05
Jan,2015,Jan2015,Chicago Public Media,448416,308994,2020354,0.406419485,0.029764772,0
Jan,2015,Jan2015,Colorado Public Radio,345364,181032,598687,0.378974068,0.095476077,0
Jan,2015,Jan2015,St. Louis Public Radio,320752,244307,485133,0.809045618,0.000445827,0.033377812
Jan,2015,Jan2015,Vermont Public Radio,319888,158414,585959,0.417930651,0.220796029,0.007637048
Jan,2015,Jan2015,Michigan Radio,311186,226893,476312,0.73197059,0.001352889,0.053511405
Jan,2015,Jan2015,WXPN,285641,202351,776765,0.337101467,0.125724248,6.30E-05
Jan,2015,Jan2015,WFUV,268066,110942,541897,0.081916394,0.450694978,0
Jan,2015,Jan2015,Capital Public Radio,252211,166634,455200,0.329799255,0.26030189,0
Jan,2015,Jan2015,Indiana Public Media / WFIU,230261,191839,324794,0.091270341,8.69E-05,0
Jan,2015,Jan2015,KUT,229124,165451,344585,0.691197779,0.005974931,0.139304481
Jan,2015,Jan2015,WGBH,228354,181579,355269,0.653730611,0.000144512,0.031994184
Jan,2015,Jan2015,ideastream,222608,136278,345702,0.185716596,0.174517538,0
Jan,2015,Jan2015,WABE,222090,152217,405719,0.732779504,0.000486289,0.097672115
Jan,2015,Jan2015,KPLU,208707,131458,308687,0.475772255,0.133320876,0.085718256
Jan,2015,Jan2015,North Carolina Public Radio - WUNC,201059,139484,317704,0.592000358,0.003063777,0.166219866
Jan,2015,Jan2015,KCUR,193967,137619,324013,0.581753597,0.051379874,0.075373646
Jan,2015,Jan2015,Louisville Public Media,187089,118479,276838,0.084874044,0.006553031,0.109643004
Jan,2015,Jan2015,NHPR,179109,117697,315415,0.590740834,0.138379423,0.123656544
Jan,2015,Jan2015,Boise State Public Radio,170670,142358,237088,0.897052792,0.056289916,0.046557684
Jan,2015,Jan2015,Houston Public Media,169176,96918,277004,0.133062609,0.28762354,0.212205041
Jan,2015,Jan2015,WNPR,168416,131948,287602,0.789770568,0.001128159,0.082688106
Jan,2015,Jan2015,WAMC Northeast Public Radio,163177,98955,311483,0.463754083,0.237944073,0.208546548
Jan,2015,Jan2015,WLRN,137335,100806,232262,0.57514836,0.004878582,0.135682819
Jan,2015,Jan2015,Maine Public Broadcasting Network (MPBN),136811,80288,255577,0.384420843,2.92E-05,0.00294567
Jan,2015,Jan2015,KUSC,133610,52865,210361,0.00981214,0.218464187,0
Jan,2015,Jan2015,Capital Community Broadcasting,131283,94223,200053,0.852608487,0.000251365,0
Jan,2015,Jan2015,WBGO,127208,51993,277958,0.065726998,0.635148733,2.36E-05
Jan,2015,Jan2015,witf,125673,89153,228622,0.565706238,0.104358136,7.96E-06
Jan,2015,Jan2015,Iowa Public Radio,118932,78794,200616,0.446397942,0.005835267,0.167944708
Jan,2015,Jan2015,WESA,118651,88400,177571,0.550833958,0.068857405,0.123707343
Jan,2015,Jan2015,KSTX,113846,80849,184528,0.579879838,0.002784463,0.143026545
Jan,2015,Jan2015,WKSU,109474,66720,206108,0.240002192,0.149313992,9.13E-06
Jan,2015,Jan2015,NET Radio,98312,71542,175233,0.198063309,0.003783872,0.000213606
Jan,2015,Jan2015,WFAE,96766,62065,172726,0.436434285,0.000434037,0.199005849
Jan,2015,Jan2015,West Virginia Public Broadcasting,96739,69905,158008,0.558047943,0.112746669,0.016198224
Jan,2015,Jan2015,KUNC,96240,66576,165827,0.52982128,0.215928928,0.177826268
Jan,2015,Jan2015,KUER,96115,60451,155800,0.633272642,0.008593872,0.142849711
Jan,2015,Jan2015,KWGS,90924,43957,115389,0.143680436,0.000582904,0.076712419
Jan,2015,Jan2015,Nashville Public Radio,90506,58248,155293,0.557167481,0.285583276,0.038052726
Jan,2015,Jan2015,KALW,89900,66197,154122,0.530055617,0.079276974,0.099443826
Jan,2015,Jan2015,WUWM 89.7 FM - Milwaukee Public Radio,88338,59383,158222,0.631449659,0.113824175,0.117254183
Jan,2015,Jan2015,Rhode Island Public Radio,87462,56482,148108,0.691237337,0.122121607,0.059271455
Jan,2015,Jan2015,WYPR Your Public Radio,80801,51389,136861,0.505105135,0.125047957,0.177906214
Jan,2015,Jan2015,KUAZ-AM/FM,79552,45896,202239,0.070369067,7.54E-05,0.116326428
Jan,2015,Jan2015,WPSU,78551,39836,139980,0.135364286,0.000572876,0.028109127
Jan,2015,Jan2015,KWSU,77935,51398,126160,0.391467248,0.001193302,0.179649708
Jan,2015,Jan2015,Cincinnati Public Radio,77676,53260,127644,0.444963695,0.156573459,0.073793707
Jan,2015,Jan2015,WRTI,77010,32535,176033,0.161251785,0.56818595,0.458304116
Jan,2015,Jan2015,89.9 WWNO New Orleans Public Radio,74336,45423,133361,0.535904542,0.27085127,0.194602884
Jan,2015,Jan2015,Wyoming Public Media,73265,47736,105832,0.414181396,0,0.137650993
Jan,2015,Jan2015,WFYI,70897,38687,154725,0.163194493,0.327954638,0.000409044
Jan,2015,Jan2015,Jefferson Public Radio,67918,35853,122890,0.305854118,0.240834536,0.184914161
Jan,2015,Jan2015,Nevada Public Radio,66452,46188,122087,0.356889183,0.230692831,0.012445073
Jan,2015,Jan2015,WMHT,63950,41611,111513,0.051446443,0.105707584,0
Jan,2015,Jan2015,WNCW,62452,33062,125987,0.137865881,0.389867418,0.189105233
Jan,2015,Jan2015,WUSF Public Media,62257,47337,113717,0.827007405,0.000369436,0.004352924
Jan,2015,Jan2015,MTPR,61039,36345,104821,0.364652108,0.247087927,0.217582202
Jan,2015,Jan2015,WRVO Public Media,59145,36207,103644,0.354552371,0.242810043,0.197193338
Jan,2015,Jan2015,Illinois Public Media,58018,30015,115210,0.20528112,0.128701437,0
Jan,2015,Jan2015,WKAR,55213,37085,93329,0.345009328,0.00054335,0.0459131
Jan,2015,Jan2015,WVTF & RADIO IQ,53093,34662,89206,0.524890287,0.101745993,0.229691296
Jan,2015,Jan2015,New England Public Radio,52932,36092,80068,0.296040203,0.321979143,1.89E-05
Jan,2015,Jan2015,KRWG,52049,34252,74479,0.300505293,1.92E-05,0.028242618
Jan,2015,Jan2015,KGOU,51139,38792,78469,0.414497741,0.083634799,0.065761943
Jan,2015,Jan2015,WMRA,50436,30026,65853,0.219307637,3.97E-05,0.096895075
Jan,2015,Jan2015,WGCU,50206,32864,86742,0.268951918,0.135342389,0.114348883
Jan,2015,Jan2015,South Dakota Public Broadcasting,49642,33767,157015,0.335220176,0.220518915,0.017545627
Jan,2015,Jan2015,KLCC,47537,31024,76774,0.350590067,0.00067316,0.182300103
Jan,2015,Jan2015,KUNM,47210,30711,79109,0.240796441,0.054691803,0.134971404
Jan,2015,Jan2015,WXXI Public Broadcasting,46731,33801,83906,0.640645396,0.136825662,0.086687638
Jan,2015,Jan2015,KMUW,46375,29821,78440,0.334727763,0.205261456,0.074673854
Jan,2015,Jan2015,WNKU,45590,25779,75290,0.197126563,0.000131608,0.289471375
Jan,2015,Jan2015,WQED Multimedia,45095,27072,115568,0.0176738,0.093735447,0
Jan,2015,Jan2015,WUIS,45032,32651,75208,0.548743116,0.08100906,0.071216024
Jan,2015,Jan2015,northern public radio,42663,27895,69225,0.373461782,9.38E-05,0.208377282
Jan,2015,Jan2015,WFSU,42637,35626,67184,0.772169712,2.35E-05,0.044937496
Jan,2015,Jan2015,KBIA,41554,31310,63551,0.501371709,0.102396881,0.088848246
Jan,2015,Jan2015,WCBE,40387,29834,63862,0.339564711,0.122687994,0.089905168
Jan,2015,Jan2015,KRCC,40239,23919,62408,0.169089689,7.46E-05,0.139392132
Jan,2015,Jan2015,WMFE,40030,18929,79854,0.00217337,0.000749438,0.213564826
Jan,2015,Jan2015,WUFT-FM,39391,27628,64204,0.515853875,0.001167779,0
Jan,2015,Jan2015,WCLK,39095,23479,62939,0.080214861,2.56E-05,0.303107814
Jan,2015,Jan2015,WCQS,39061,24935,58400,0.217147538,0.007833901,0.222062927
Jan,2015,Jan2015,WJCT,38831,32752,63337,0.766346476,0.00010301,0.045530633
Jan,2015,Jan2015,WEMU 89.1,38750,27887,59044,0.241651613,0.109806452,0.084954839
Jan,2015,Jan2015,KUVO,38445,22654,64516,0.087709715,0.001066459,0.297333854
Jan,2015,Jan2015,WHRV FM,38444,15213,51522,2.60E-05,7.80E-05,0
Jan,2015,Jan2015,WFDD,38372,27611,65773,0.559001355,0.001511519,0.214453247
Jan,2015,Jan2015,KUAR,37877,27181,56863,0.388652744,5.28E-05,0.11122845
Jan,2015,Jan2015,88.9 KETR,37794,28243,61656,0.710694819,0,0.014076308
Jan,2015,Jan2015,WUKY,37429,27523,51400,0.390365759,0.001442732,0.033583585
Jan,2015,Jan2015,KCBX,36983,26334,56883,0.371197577,0.007814401,0.134196793
Jan,2015,Jan2015,KNAU,36673,25875,48189,0.349030622,0.000109072,0.185313446
Jan,2015,Jan2015,WDIY,35873,22854,43737,0.086750481,0,0.036963733
Jan,2015,Jan2015,WUOT,34328,20063,51359,0.091994873,0.102627593,0.244319506
Jan,2015,Jan2015,WDAV Classical Public Radio,33981,16455,60361,0.117418557,0.002236544,0
Jan,2015,Jan2015,Interlochen Public Radio,33492,22317,51470,0.280066882,0.103666547,0.133972292
Jan,2015,Jan2015,WUWF,33404,25440,49751,0.442192552,0.01424979,0.096784816
Jan,2015,Jan2015,Alabama Public Radio,33373,24898,46198,0.294968987,5.99E-05,0.086477092
Jan,2015,Jan2015,Ozarks Public Radio,32786,23377,51725,0.325352285,0.091349966,0.097297627
Jan,2015,Jan2015,WKMS,32474,25398,59672,0.800424955,0.00055429,0.049300979
Jan,2015,Jan2015,KVPR,31670,23720,45748,0.39668456,0.030944111,0.10454689
Jan,2015,Jan2015,KRVS,31423,20978,45365,0.225217198,3.18E-05,0.155554848
Jan,2015,Jan2015,WBHM 90.3 Birmingham,31058,29957,34617,0.409717303,0.023053642,0
Jan,2015,Jan2015,WNMU,29812,22392,45377,0.319300953,3.35E-05,0.027304441
Jan,2015,Jan2015,WBFO,29705,24259,52656,0.774617068,0.00107726,0.021612523
Jan,2015,Jan2015,WSHU,29648,16642,53138,0.304236373,0.005700216,0.392437938
Jan,2015,Jan2015,WBAA,29535,21650,42702,0.308650753,0.002877941,0.094768918
Jan,2015,Jan2015,NPR Berlin,29479,22035,40127,0.346823162,6.78E-05,0.080837206
Jan,2015,Jan2015,Hawaii Public Radio,28240,22338,38295,0.451239377,3.54E-05,0.025531161
Jan,2015,Jan2015,KIOS,27945,17917,42126,0.188513151,3.58E-05,0.240436572
Jan,2015,Jan2015,KTEP,27398,22301,33872,0.377071319,3.65E-05,0.049784656
Jan,2015,Jan2015,KANW,27361,18645,38826,0.156536676,0.001681225,0.218120683
Jan,2015,Jan2015,KVNF,27301,19434,41522,0.230284605,0.099739936,0.108091279
Jan,2015,Jan2015,WCBU peoria public radio,27225,20878,40255,0.391258035,0.070376492,0.042167126
Jan,2015,Jan2015,WSKG Public Media,26957,18277,55852,0.097117632,0.000333865,0.000630634
Jan,2015,Jan2015,WEKU,26789,18137,37147,0.241218411,0.094516406,0.141252006
Jan,2015,Jan2015,WUTC,26424,19321,33444,0.280653951,3.78E-05,0.116825613
Jan,2015,Jan2015,WYSO,26243,18306,48045,0.559577792,0.000266738,0.068361087
Jan,2015,Jan2015,WKNO,26035,18455,33737,0.239754177,0.00226618,0.1632802
Jan,2015,Jan2015,White Pine Community Broadcasting,25414,19405,39500,0.354922484,0.052057921,0.048792004
Jan,2015,Jan2015,KSUT Four Corners,25194,16328,32631,0.140708105,0.068151147,0.197388267
Jan,2015,Jan2015,WQCS FM,24736,17206,32303,0.147679495,0,0.121563713
Jan,2015,Jan2015,KPCW 91.9FM,24730,17206,40659,0.19975738,0.137080469,0.134209462
Jan,2015,Jan2015,WMOT,24678,17870,29194,0.164802658,4.05E-05,0.019734176
Jan,2015,Jan2015,Delmarva Public Radio,24070,18188,32788,0.261695056,0.000290818,0.05189032
Jan,2015,Jan2015,WTEB,24044,18859,32941,0.358218267,4.16E-05,0.083555149
Jan,2015,Jan2015,WAER Syracuse Public Media,23594,17443,35498,0.220310248,0.112570993,0.092989743
Jan,2015,Jan2015,WVAS,22828,16758,25614,0.123269669,0,0.026765376
Jan,2015,Jan2015,KTTZ,22576,17062,32003,0.225150602,0,0.014794472
Jan,2015,Jan2015,Red River Radio KDAQ,22422,16264,32002,0.206761217,8.92E-05,0.107572919
Jan,2015,Jan2015,WMKY,21978,17126,28320,0.264855765,0.007280007,0.017153517
Jan,2015,Jan2015,PECONIC PUBLIC BROADCASTING,21392,16576,27886,0.262341062,9.35E-05,0.07750561
Jan,2015,Jan2015,KNBA KBC,20357,15210,26215,0.17846441,4.91E-05,0.074126836
Jan,2015,Jan2015,KENW,19683,15935,26928,0.239140375,0,0.000660468
Jan,2015,Jan2015,WVIA,19574,12265,44259,0.004035966,0.169868193,0
Jan,2015,Jan2015,KAWC,19216,15175,21439,0.224240216,0,0.034710658
Jan,2015,Jan2015,WHQR,19196,12353,36540,0.494946864,0.003594499,0.232861013
Jan,2015,Jan2015,WGTE Public Media,18985,11747,51130,0,0.162707401,0
Jan,2015,Jan2015,KSJD,18914,13476,23040,0.090250608,0.001586127,0.029078989
Jan,2015,Jan2015,South Carolina ETV Radio,18743,10841,42665,0.269487275,0.000373473,0.374753241
Jan,2015,Jan2015,KACU,18725,14303,21000,0.146328438,0.000480641,0.014419226
Jan,2015,Jan2015,WGLT,18410,9875,36599,0.247963064,0.003422053,5.43E-05
Jan,2015,Jan2015,KDLG,18310,10530,39809,0.641452758,0.005843801,0.037302021
Jan,2015,Jan2015,WMUK,17591,13330,30583,0.58654994,0.00062532,0.119436075
Jan,2015,Jan2015,WESM,17399,13908,20468,0.204092189,0.001666762,0.035404334
Jan,2015,Jan2015,WCSU,17392,13061,20954,0.055772769,5.75E-05,0.017536799
Jan,2015,Jan2015,WYSU,17364,12239,22104,0.000345543,0.150253398,0
Jan,2015,Jan2015,KASU,17196,13220,20115,0.18213538,0,0.060886253
Jan,2015,Jan2015,88.1 WVPE,16528,10850,27533,0.483422072,0.003085673,0.305118587
Jan,2015,Jan2015,Utah Public Radio,16026,12411,27857,0.723511793,0.114875827,0.071384001
Jan,2015,Jan2015,KCCU,15778,12571,17835,0.193877551,6.34E-05,0.037774116
Jan,2015,Jan2015,KOSU,15622,10268,25129,0.396556139,0.037191141,0.303546281
Jan,2015,Jan2015,KUNR Reno Public Radio,15221,9719,25418,0.452729781,0.000394192,0.281650351
Jan,2015,Jan2015,KAZU,15047,8626,28106,0.310493786,0.386721606,0.167076494
Jan,2015,Jan2015,WPRL,14956,12158,16242,0.168761701,6.69E-05,0.022532763
Jan,2015,Jan2015,WKU Public Radio,12905,9886,21642,0.61185587,0.013483146,0.154668733
Jan,2015,Jan2015,KAJX,12864,9956,21683,0.69193097,0.047419154,0.027751866
Jan,2015,Jan2015,WRKF,12813,8138,22907,0.44720206,0.00054632,0.318348552
Jan,2015,Jan2015,WJSU,12741,10528,13757,0.14967428,7.85E-05,0.010438741
Jan,2015,Jan2015,Tri States Public Radio,12475,8655,25093,0.660921844,0.062044088,0.07503006
Jan,2015,Jan2015,KUAF 91.3 FM Fayetteville,12181,6831,22215,0.400870208,0.023725474,0.292915196
Jan,2015,Jan2015,KPBX,11996,6109,27314,0.213654552,0.156052017,0.312854285
Jan,2015,Jan2015,NIPR Northeast Indiana Public Radio,10372,6583,20370,0.386617817,0.074816815,0.257231007
Jan,2015,Jan2015,WUCF-FM,9050,6532,14413,0,0.562872928,0
Jan,2015,Jan2015,High Plains Public Radio,8971,6098,16979,0.544866793,0.052613978,0.067996879
Jan,2015,Jan2015,WNTI,8883,4584,21945,0.180231904,0.000112575,0.367330857
Jan,2015,Jan2015,WFIT,8752,5673,18656,0.446640768,0.000799817,0.267710238
Jan,2015,Jan2015,KWIT,8536,7540,13138,0.829662605,0.000234302,0.025304592
Jan,2015,Jan2015,KUSP,8435,4885,13983,0.063781861,0.000118554,0.004860699
Jan,2015,Jan2015,WSIU Public Braodcasting,8150,6769,14703,0.785153374,0.005521472,0.014110429
Jan,2015,Jan2015,KBBI,7634,5905,12205,0.001440922,0.000261986,0
Jan,2015,Jan2015,KWBU,7283,6111,12234,0.746395716,0.101881093,0.042152959
Jan,2015,Jan2015,KRCU,7193,6133,12372,0.656749618,0.000556096,0.064229112
Jan,2015,Jan2015,Digital Services,6443,4843,15007,0.48750582,0.02219463,0.015675927
Jan,2015,Jan2015,KSFR,6346,3871,15014,0.257800189,0.000472739,0.256066814
Jan,2015,Jan2015,WMNF Tampa,6235,3367,8197,0.074739374,0.221651965,0
Jan,2015,Jan2015,KCND,6012,4959,9813,0.648369927,0.061876248,0.002994012
Jan,2015,Jan2015,KRCB,5881,4427,12847,0.518959361,0.029926883,0.081448733
Jan,2015,Jan2015,Georgia Public Broadcasting,5608,4116,14747,0.055099857,0,0
Jan,2015,Jan2015,KUAC,5205,4315,9353,0.698174832,0,0.02074928
Jan,2015,Jan2015,WEAA-FM,4818,3607,13877,0.259236198,0.01037775,0.274802823
Jan,2015,Jan2015,KVCR,4773,3176,14494,0.34548502,0.001885607,0.101194217
Jan,2015,Jan2015,Northstate Public Radio,4601,2188,9074,0.072158226,0.054553358,0.434253423
Jan,2015,Jan2015,WVIK,4332,2821,10556,0.441135734,0.00023084,0.234533703
Jan,2015,Jan2015,WNIN,1606,1128,3177,0.739726027,0,0.021793275
Jan,2015,Jan2015,KEDM,1303,798,5684,0.458940906,0.003069839,0.099002302
Jan,2015,Jan2015,North Country Public Radio,1249,1168,1496,0,0,0
Jan,2015,Jan2015,PRNDI - NON STATION,1024,720,2761,0.538085938,0,0
Jan,2015,Jan2015,WYEP,877,772,1974,0.002280502,0,0.001140251
Jan,2015,Jan2015,KAMU,651,513,1479,0.073732719,0.036866359,0.162826421
Jan,2015,Jan2015,WAPS,493,466,628,0,0,0
Jan,2015,Jan2015,WGVU,430,371,698,0,0,0
Jan,2015,Jan2015,WTMD,415,360,678,0,0,0
Jan,2015,Jan2015,WDET,303,270,610,0,0,0
Jan,2015,Jan2015,Mississippi Public Broadcasting,168,142,204,0.005952381,0,0
Jan,2015,Jan2015,WOUB,89,59,344,0,0,0
Jan,2015,Jan2015,WICN,64,55,104,0,0,0
Jan,2015,Jan2015,88Nine RadioMilwaukee,16,16,20,0,0.0625,0
DEC,2014,DEC2014,minnesota public radio,2922083,1745443,4991533,0.627038999,0.215149604,0
DEC,2014,DEC2014,WBUR,2603330,1888249,3940552,0.783291016,0.068031713,1.54E-06
DEC,2014,DEC2014,KQED,2557974,1830275,3973103,0.649768528,0.100666778,0.099237522
DEC,2014,DEC2014,Southern California Public Radio,1195039,862898,1714864,0.794204206,0.101988303,0
DEC,2014,DEC2014,WAMU 88.5,867510,445402,1570446,0.080252677,0.230187548,0
DEC,2014,DEC2014,WHYY,728899,504921,1023820,0.505329271,0.094036348,0
DEC,2014,DEC2014,KPBS,549840,412115,940367,0.661225084,0.087563655,0
DEC,2014,DEC2014,Oregon Public Broadcasting,512228,339036,1042896,0.396805719,0.012711136,0
DEC,2014,DEC2014,Chicago Public Media,419460,283548,1807681,0.253411529,0.054348448,0
DEC,2014,DEC2014,KEXP,396947,202701,841795,0.258870832,0.004068553,1.26E-05
DEC,2014,DEC2014,Public Media for North Texas,372510,252654,684821,0.447773214,0.169646452,0.001814716
DEC,2014,DEC2014,KPLU,346304,270472,470927,0.709295879,0.067466734,0.043727476
DEC,2014,DEC2014,Vermont Public Radio,331633,161512,607961,0.351771386,0.185156483,0.014262754
DEC,2014,DEC2014,Michigan Radio,326236,239581,488195,0.755750438,0.001131083,0.093849238
DEC,2014,DEC2014,Colorado Public Radio,318877,170570,556581,0.307692308,0.094610147,0
DEC,2014,DEC2014,KUOW,296884,211813,480179,0.651823608,0.169965374,0.076925668
DEC,2014,DEC2014,WFUV,272746,115792,568346,0.077346689,0.429428846,0
DEC,2014,DEC2014,WXPN,267605,193298,745231,0.322034342,0.13437716,6.35E-05
DEC,2014,DEC2014,WGBH,236430,197421,353223,0.691236307,0.000241086,0.033455991
DEC,2014,DEC2014,KCUR,213764,165498,345301,0.633801763,0.035193017,0.059168054
DEC,2014,DEC2014,North Carolina Public Radio - WUNC,207117,153731,324020,0.647918809,0.001322924,0.138472458
DEC,2014,DEC2014,St. Louis Public Radio,206914,147518,340421,0.779111128,8.70E-05,0.047841132
DEC,2014,DEC2014,Capital Public Radio,200062,115950,357275,0.301736462,0.323779628,5.00E-06
DEC,2014,DEC2014,ideastream,188207,114689,299711,0.153161147,0.183292864,0
DEC,2014,DEC2014,Indiana Public Media / WFIU,187532,159424,261275,0.081644733,0.000170638,3.73E-05
DEC,2014,DEC2014,KUT,179702,125882,275966,0.655485192,0.007139598,0.15481742
DEC,2014,DEC2014,NHPR,162409,107754,293632,0.599153988,0.133206904,0.119703957
DEC,2014,DEC2014,Louisville Public Media,157796,95688,248386,0.277237699,0.006628812,0.124996831
DEC,2014,DEC2014,WABE,146689,101938,262276,0.677221878,0.000122709,0.117895684
DEC,2014,DEC2014,WAMC Northeast Public Radio,145869,93030,274823,0.483461188,0.23718542,0.202825823
DEC,2014,DEC2014,Houston Public Media,144864,84816,244819,0.118614701,0.289043517,0.210397338
DEC,2014,DEC2014,Maine Public Broadcasting Network (MPBN),141356,86742,250542,0.476010923,7.07E-06,0.005956592
DEC,2014,DEC2014,Nashville Public Radio,140823,107159,209074,0.755693317,0.193249682,0
DEC,2014,DEC2014,KUSC,132082,54074,218916,0.007449917,0.234422556,0
DEC,2014,DEC2014,WKSU,126725,79033,248626,0.269599527,0.122367331,0
DEC,2014,DEC2014,WLRN,124330,93175,210216,0.593428778,0.00072388,0.129478002
DEC,2014,DEC2014,KUNC,123039,92457,200153,0.662708572,0.15706402,0.127845642
DEC,2014,DEC2014,WBGO,116913,48875,296134,0.049524005,0.605167945,0
DEC,2014,DEC2014,WNPR,94935,65875,178582,0.670216464,0.001727498,0.127855901
DEC,2014,DEC2014,WUWM 89.7 FM - Milwaukee Public Radio,92419,64348,168511,0.671550222,0.09235114,0.104718727
DEC,2014,DEC2014,witf,87970,64281,169812,0.596339661,0.125326816,0
DEC,2014,DEC2014,Iowa Public Radio,85884,54436,153763,0.363583438,0.007521774,0.196858553
DEC,2014,DEC2014,KSTX,84889,59002,136189,0.523436488,0.004075911,0.165109732
DEC,2014,DEC2014,NET Radio,82879,65744,142499,0.249411793,0.004078235,8.45E-05
DEC,2014,DEC2014,West Virginia Public Broadcasting,80073,58692,131100,0.547238145,0.11049917,0.014336918
DEC,2014,DEC2014,WESA,79423,57341,127468,0.498470216,0.099265956,0.152071818
DEC,2014,DEC2014,WVTF & RADIO IQ,77951,59782,127725,0.690805763,0.059665687,0.137086118
DEC,2014,DEC2014,WFAE,77764,51987,134073,0.439882208,0.000835862,0.185677177
DEC,2014,DEC2014,KUAZ-AM/FM,76941,47973,178835,0.370881585,3.90E-05,0.101987237
