Month,Year,monthyr,Custom Variable (Value 06),Sessions,Users,Pageviews,Story Visits (Goal 6 Conversion Rate),Streaming Visits (Goal 1 Conversion Rate),Streaming Event (Goal 11 Conversion Rate)
Oct,2015,Oct2015,New England Public Radio,39501,24821,72557,0.433381433,0.350598719,0.000126579
Oct,2015,Oct2015,WJCT,38956,32039,57309,0.817229695,5.13E-05,0.005852757
Oct,2015,Oct2015,WMHT,38608,24281,71533,0.045120182,0.151989225,0
Oct,2015,Oct2015,WQED Multimedia,38330,23290,95823,0.078919906,0.099739108,0
Oct,2015,Oct2015,WHRV FM,38100,13621,51262,0,0,0
Oct,2015,Oct2015,WFSU,37205,30853,55606,0.868028491,2.69E-05,0.037387448
Oct,2015,Oct2015,WKMS,36465,28994,68345,0.803537639,0.002879473,0.042122583
Oct,2015,Oct2015,KBIA,35320,26435,60817,0.724773499,0.132729332,0.110362401
Oct,2015,Oct2015,WDAV Classical Public Radio,35097,20142,63018,0.147818902,0.00219392,0.000199447
Oct,2015,Oct2015,KLCC,34703,20981,63192,0.46589632,0.001267902,0.039362591
Oct,2015,Oct2015,KOSU,33373,24171,57228,0.580079705,0.009828304,0.166062386
Oct,2015,Oct2015,WSHU,32013,18146,56561,0.330334552,0.004560647,0.322712648
Oct,2015,Oct2015,WGCU,31845,21610,56836,0.540712828,0.019092479,0.131072382
Oct,2015,Oct2015,northern public radio,31649,20503,55561,0.549496035,0.000600335,0.224967614
Oct,2015,Oct2015,KUNM,30883,18622,69822,0.395104103,0.088301007,0.208690866
Oct,2015,Oct2015,KWGS,29762,16899,62595,0.466366508,0.028727908,0.225421679
Oct,2015,Oct2015,South Carolina ETV Radio,29247,16644,60497,0.2970903,0.000478682,0.290388758
Oct,2015,Oct2015,KNAU,28242,16540,53226,0.461723674,0.039728065,0.218575172
Oct,2015,Oct2015,Mississippi Public Broadcasting,27207,16951,56922,0.237696181,0.118204874,0.007277539
Oct,2015,Oct2015,WCQS,26930,13764,49172,0.31503899,0.01459339,0.320163387
Oct,2015,Oct2015,WYSO,26687,16847,55812,0.452504965,3.75E-05,0.177951812
Oct,2015,Oct2015,WCLK,26657,12532,57052,0.171362119,7.50E-05,0.438796564
Oct,2015,Oct2015,Interlochen Public Radio,26341,16939,49366,0.511863635,0.162636195,0.193614517
Oct,2015,Oct2015,KVPR,26062,19985,38298,0.674046504,0.052183255,0.129076817
Oct,2015,Oct2015,KRWG,26014,17678,45850,0.671407704,3.84E-05,0.050011532
Oct,2015,Oct2015,KDLG,26007,14477,59009,0.739647018,7.69E-05,0.009458992
Oct,2015,Oct2015,KPCW 91.9FM,25357,18328,46845,0.682375675,0.17470521,0.092203336
Oct,2015,Oct2015,WFDD,25076,15256,48558,0.383833147,0.002113575,0.308781305
Oct,2015,Oct2015,KUVO,24526,12457,52082,0.169452826,0.001671695,0.358109761
Oct,2015,Oct2015,WCBE,24332,17131,58199,0.453600197,0.102580963,0.160200559
Oct,2015,Oct2015,WBHM 90.3 Birmingham,23858,16093,51724,0.098918602,0.019909464,0.161329533
Oct,2015,Oct2015,KCBX,23664,14627,44867,0.46703854,0.023918188,0.023453347
Oct,2015,Oct2015,KUNR Reno Public Radio,23437,15964,45587,0.540726202,0,0.182062551
Oct,2015,Oct2015,KUAR,22986,14839,44362,0.571956843,0.024319151,0.17789089
Oct,2015,Oct2015,WDDE,20516,15552,39007,0.835006824,0.002339637,0.031146422
Oct,2015,Oct2015,WGLT,20123,10199,53492,0.333250509,0.004124634,0.276101973
Oct,2015,Oct2015,WCBU peoria public radio,20086,15259,36607,0.723837499,0.063178333,0.091307378
Oct,2015,Oct2015,KRCC,19343,11318,37433,0.298971204,0.019852143,0.240707233
Oct,2015,Oct2015,WEMU 89.1,18922,12377,38199,0.451854984,0.057129268,0.208064687
Oct,2015,Oct2015,WHQR,18781,12556,37069,0.474681859,0.004951813,0.186198818
Oct,2015,Oct2015,WDET,18769,7016,24460,0,0,0.347807555
Oct,2015,Oct2015,KAZU,18584,9216,35302,0.245157124,0.228476108,0.343359879
Oct,2015,Oct2015,WMUK,18409,13705,32078,0.697376283,0.000597534,0.098049867
Oct,2015,Oct2015,WUOT,18016,7952,42302,0.139542629,0.007881883,0.402420071
Oct,2015,Oct2015,WMRA,17844,10956,28665,0.491201524,0.006388702,0.240977359
Oct,2015,Oct2015,WEKU,17120,8917,31905,0.348306075,0.124824766,0.263551402
Oct,2015,Oct2015,Utah Public Radio,16952,13443,28510,0.725696083,0.10506135,0.05279613
Oct,2015,Oct2015,Ozarks Public Radio,16306,10185,36816,0.498834785,0.019747332,0.205507175
Oct,2015,Oct2015,WRKF,16138,10543,31748,0.545234849,0.000371793,0.24463998
Oct,2015,Oct2015,KUAF 91.3 FM Fayetteville,15679,9112,32719,0.461317686,0.011735442,0.258179731
Oct,2015,Oct2015,Hawaii Public Radio,15645,11409,33112,0.721252796,0.000127836,0.068456376
Oct,2015,Oct2015,KAJX,15588,10781,32038,0.68725943,0.05671029,0.10200154
Oct,2015,Oct2015,88.9 KETR,15251,11237,30619,0.637663104,0,0.057307718
Oct,2015,Oct2015,KPBX,15206,8346,29951,0.301854531,0.165263712,0.259108247
Oct,2015,Oct2015,WGTE Public Media,15080,9033,40697,0,0.186737401,0
Oct,2015,Oct2015,Alabama Public Radio,14739,11390,25293,0.555058009,0.000271389,0.021914648
Oct,2015,Oct2015,WUKY,14069,8358,23759,0.457459663,0.00120833,0.042362641
Oct,2015,Oct2015,KIOS,13601,7526,27961,0.276229689,0.000441144,0.223807073
Oct,2015,Oct2015,KRVS,13426,6550,34051,0.296439744,7.45E-05,0.301653508
Oct,2015,Oct2015,Tri States Public Radio,13192,9086,27137,0.739463311,0.010764099,0.058141298
Oct,2015,Oct2015,WUWF,12841,9008,24344,0.588271941,0.001012382,0.17537575
Oct,2015,Oct2015,WBAA,12689,7680,23351,0.420521712,0.004649697,0.26928836
Oct,2015,Oct2015,Red River Radio KDAQ,12636,7534,32870,0.442782526,0.000553973,0.173789174
Oct,2015,Oct2015,NIPR Northeast Indiana Public Radio,12545,7537,25160,0.385571941,0.082662415,0.288003189
Oct,2015,Oct2015,KANW,12507,7050,22067,0.084192852,0.003038299,0.23994563
Oct,2015,Oct2015,WKNO,12282,6571,24916,0.286354014,0.001709819,0.277479238
Oct,2015,Oct2015,WPSU,11598,8525,29150,0.552767719,0.00293154,0.016813244
Oct,2015,Oct2015,WNMU,11349,7095,25730,0.501277646,8.81E-05,0.009516257
Oct,2015,Oct2015,High Plains Public Radio,10743,6657,23071,0.441589872,0.05100996,0.175835428
Oct,2015,Oct2015,KSUT Four Corners,10625,4148,22255,0.151058824,0.193223529,0.472094118
Oct,2015,Oct2015,KUSP,10518,6744,16069,0.025765355,0,0.04782278
Oct,2015,Oct2015,88.1 WVPE,10472,5384,19661,0.204067991,0.00276929,0.481474408
Oct,2015,Oct2015,Delmarva Public Radio,10401,7971,21399,0.619844246,0.000192289,0.140371118
Oct,2015,Oct2015,WAER Syracuse Public Media,9889,6113,21234,0.328243503,0.084740621,0.236626555
Oct,2015,Oct2015,KUMD,9523,5714,24766,0.280478841,0.085477266,0.224194056
Oct,2015,Oct2015,WQCS FM,9317,5551,16547,0.418482344,0.000107331,0.330471182
Oct,2015,Oct2015,White Pine Community Broadcasting,9298,6650,18726,0.59701011,0.069584857,0.015164552
Oct,2015,Oct2015,KVNF,9207,5542,20588,0.374063213,0.308026502,0.159661127
Oct,2015,Oct2015,Northstate Public Radio,9174,4576,23888,0.303466318,0.056027905,0.281556573
Oct,2015,Oct2015,WFIT,8969,4868,20460,0.327572751,0.000334485,0.291448322
Oct,2015,Oct2015,WUTC,8880,4955,22126,0.269481982,0.000900901,0.26036036
Oct,2015,Oct2015,WNTI,8838,5085,26425,0.231500339,0.000226296,0.310703779
Oct,2015,Oct2015,KVCR,8348,5288,21306,0.304144705,0.000239578,0.211667465
Oct,2015,Oct2015,WEAA-FM,8346,5492,21733,0.24946082,0.010064702,0.056194584
Oct,2015,Oct2015,WMOT,8297,7473,14752,0.728576594,0,0.041460769
Oct,2015,Oct2015,WUCF-FM,8194,5480,12590,0,0.610568709,0.017573835
Oct,2015,Oct2015,WTEB,7995,5508,15259,0.430268918,0,0.25203252
Oct,2015,Oct2015,WSIU Public Broadcasting,7989,6219,15985,0.786831894,0.004255852,0.038678183
Oct,2015,Oct2015,WSKG Public Media,7980,6839,16011,0.88433584,0.000125313,0.004636591
Oct,2015,Oct2015,KTEP,7670,5604,14239,0.45410691,0.000912647,0.175228162
Oct,2015,Oct2015,Digital Services,7337,5555,13980,0.349734224,0.017445823,0.009131798
Oct,2015,Oct2015,WFYI,7337,6125,13829,0.862614147,0,0
Oct,2015,Oct2015,WKU Public Radio,7315,4961,12179,0.45645933,0.000136705,0.245796309
Oct,2015,Oct2015,KSFR,6768,4267,16754,0.312204492,0.000147754,0.188534279
Oct,2015,Oct2015,WVIK,6611,4466,14778,0.56602632,0,0.158977462
Oct,2015,Oct2015,PECONIC PUBLIC BROADCASTING,6462,4454,13357,0.463014547,0.023831631,0.22547199
Oct,2015,Oct2015,WDIY,6048,3772,14338,0.20734127,0.001322751,0.194444444
Oct,2015,Oct2015,KRCU,6017,4620,13409,0.662954961,0.021771647,0.075619079
Oct,2015,Oct2015,WYSU,5888,3197,10966,0.001358696,0.423233696,0
Oct,2015,Oct2015,KBBI,5818,4423,10725,0.377449295,0.000515641,0.015641114
Oct,2015,Oct2015,KNBA KBC,5590,3477,13428,0.346690519,0.000357782,0.262790698
Oct,2015,Oct2015,KWBU,5548,4060,9792,0.624729632,0.106344629,0.00739005
Oct,2015,Oct2015,KSJD,5433,3343,12565,0.464200258,0.00993926,0.131603166
Oct,2015,Oct2015,WMKY,4835,3954,10371,0.704239917,0.018407446,0.051913133
Oct,2015,Oct2015,KRCB,4763,3292,12139,0.470291833,0.011547344,0.152844846
Oct,2015,Oct2015,Georgia Public Broadcasting,4150,3207,11456,0.040481928,0.000240964,0.000240964
Oct,2015,Oct2015,KTTZ,4039,2429,10938,0.252290171,0,0.22109433
Oct,2015,Oct2015,KASU,3970,2769,6433,0.445843829,0.000251889,0.229722922
Oct,2015,Oct2015,KWIT,3807,2773,6956,0.510900972,0.001050696,0.083793013
Oct,2015,Oct2015,KEDM,3774,2563,10751,0.666666667,0.000794913,0.104398516
Oct,2015,Oct2015,KUAC,3772,2986,6704,0.591728526,0,0.073700954
Oct,2015,Oct2015,KENW,3489,2493,9789,0.153625681,0.000286615,0
Oct,2015,Oct2015,WGVU,3453,2575,8009,0.654792934,0.000289603,0.050390964
Oct,2015,Oct2015,North Country Public Radio,2747,2108,6326,0,0,0
Oct,2015,Oct2015,KAWC,2624,1872,6488,0.413490854,0.149771341,0.074695122
Oct,2015,Oct2015,KACU,2611,1417,5266,0.254691689,0.00076599,0.259670624
Oct,2015,Oct2015,WEOS,2505,1749,5224,0.196007984,0.000399202,0.239121756
Oct,2015,Oct2015,WVAS,2471,1997,5241,0.503844597,0.001214083,0.14892756
Oct,2015,Oct2015,KCND,2316,1850,3287,0.861830743,0,0.002590674
Oct,2015,Oct2015,Southern California Public Radio,2298,2050,4113,0.132724108,0.030896432,0
Oct,2015,Oct2015,WESM,2186,1535,5827,0.463860933,0.013723696,0.21820677
Oct,2015,Oct2015,WPRL,1968,1616,4753,0.162093496,0.00050813,0.120426829
Oct,2015,Oct2015,KCCU,1926,1399,3712,0.384215992,0.004153686,0.218587747
Oct,2015,Oct2015,WCSU,1597,954,5945,0.383844709,0,0.200375704
Oct,2015,Oct2015,WYEP,1340,1026,2781,0,0,0
Oct,2015,Oct2015,WTMD,990,815,2540,0,0,0
Oct,2015,Oct2015,KAMU,987,726,2858,0.06585613,0.014184397,0.11550152
Oct,2015,Oct2015,WNIN,904,728,1864,0.706858407,0,0.039823009
Oct,2015,Oct2015,WJSU,798,588,1921,0.200501253,0.001253133,0.030075188
Oct,2015,Oct2015,minnesota+public+radio,722,247,1559,0.770083102,0.063711911,0
Oct,2015,Oct2015,KISU,640,323,2812,0.1109375,0,0.125
Oct,2015,Oct2015,NPR Berlin,434,310,891,0.01843318,0,0.048387097
Oct,2015,Oct2015,WOUB,210,185,443,0,0,0
Oct,2015,Oct2015,WICN,139,104,206,0,0,0
Oct,2015,Oct2015,NPRStations,71,27,995,0.042253521,0,0
Sep,2015,Sep2015,KQED,2779217,1917772,4372926,0.721053808,0.105943509,0.104044053
Sep,2015,Sep2015,WBUR,2529691,1758977,3839258,0.795979825,0.080364361,0.000649486
Sep,2015,Sep2015,minnesota public radio,1930826,1134297,3035550,0.709323885,0.068559777,0
Sep,2015,Sep2015,WAMU 88.5,854822,420393,1711023,0.120247256,0.225246894,1.17E-06
Sep,2015,Sep2015,WHYY,826427,546730,1225525,0.532531004,0.101727073,0.006467601
Sep,2015,Sep2015,Oregon Public Broadcasting,737683,479798,1339557,0.644238785,0.004436865,1.90E-05
Sep,2015,Sep2015,KPBS,529853,383100,857860,0.703889569,0.115798155,0
Sep,2015,Sep2015,Michigan Radio,415913,266066,709658,0.673318699,0.000916057,0.19243688
Sep,2015,Sep2015,Public Media for North Texas,404775,273402,694207,0.530526836,0.170724477,0.017132975
Sep,2015,Sep2015,Chicago Public Media,400078,270234,1773756,0.43158834,0.000174966,0
Sep,2015,Sep2015,Capital Public Radio,398596,276344,654303,0.670004215,0.110231914,6.02E-05
Sep,2015,Sep2015,KEXP,369059,170686,688719,0.148721478,0.004446444,2.71E-05
Sep,2015,Sep2015,Colorado Public Radio,361874,198636,575373,0.396928213,0.076592958,5.53E-06
Sep,2015,Sep2015,KUOW,348680,231385,510316,0.647479064,0.093125502,0.158213835
Sep,2015,Sep2015,WABE,309516,229483,614833,0.802391476,9.69E-05,0.069776684
Sep,2015,Sep2015,WXPN,252254,191966,726044,0.376533177,0.12532606,0.000107035
Sep,2015,Sep2015,Vermont Public Radio,240470,131376,441692,0.521050443,0.256464424,0.008662203
Sep,2015,Sep2015,Indiana Public Media / WFIU,220450,185225,304802,0.079342254,0.00015423,0.001737355
Sep,2015,Sep2015,KPLU,202019,125322,293960,0.447487613,0.095491018,0.100589549
Sep,2015,Sep2015,KCUR,196934,141668,298564,0.707841206,0.153574294,0.012308692
Sep,2015,Sep2015,Houston Public Media,191578,120437,302836,0.158535949,0.223324181,0.201578469
Sep,2015,Sep2015,Louisville Public Media,189096,125975,284152,0.04775881,0.014193849,0
Sep,2015,Sep2015,WGBH,178370,136862,313094,0.619661378,0.00179963,0.016633963
Sep,2015,Sep2015,NHPR,167675,112404,284156,0.698726703,0.152825406,0.129393171
Sep,2015,Sep2015,St. Louis Public Radio,163166,112322,293942,0.806926688,0.003376929,0.053313803
Sep,2015,Sep2015,KUT,155828,106033,227522,0.563448161,0.005717843,0.028890828
Sep,2015,Sep2015,WAMC Northeast Public Radio,143944,86137,284079,0.53008809,0.089805758,0.207281999
Sep,2015,Sep2015,North Carolina Public Radio - WUNC,142443,87186,263059,0.510611262,0.002436062,0.242981403
Sep,2015,Sep2015,KUSC,120257,47473,194677,0.017737013,0.20936827,0
Sep,2015,Sep2015,WNPR,119427,76003,236172,0.634688973,0.00315674,0.164979444
Sep,2015,Sep2015,WBGO,114723,52369,287084,0.069593717,0.581452717,0
Sep,2015,Sep2015,Maine Public Broadcasting Network (MPBN),113702,66150,203567,0.423220348,1.76E-05,0.009718387
Sep,2015,Sep2015,Nashville Public Radio,113670,73324,209074,0.61628398,0.089619073,0.121157737
Sep,2015,Sep2015,WLRN,108867,78522,178380,0.612609882,0.000578688,0.021916651
Sep,2015,Sep2015,Capital Community Broadcasting,103125,61996,172933,0.82793697,0.002395152,0
Sep,2015,Sep2015,Cincinnati Public Radio,99732,68527,171389,0.660590382,0.10546264,0.116722817
Sep,2015,Sep2015,West Virginia Public Broadcasting,96528,71905,147062,0.752848914,0.119840875,0.002372369
Sep,2015,Sep2015,witf,93416,66012,172517,0.637653079,0.123115954,0
Sep,2015,Sep2015,WKSU,91908,56324,181331,0.266407712,0.14282761,8.70E-05
Sep,2015,Sep2015,Iowa Public Radio,87803,47139,177336,0.413778572,0.009760487,0.320148514
Sep,2015,Sep2015,KUAZ-AM/FM,86023,51461,198618,0.122106878,9.30E-05,0.096939191
Sep,2015,Sep2015,NET Radio,83965,65758,136372,0.236324659,0.003751563,0.000107188
Sep,2015,Sep2015,KUNC,83947,54368,139430,0.530906405,0.149939843,0.206701848
Sep,2015,Sep2015,WRTI,82805,32073,176972,0.196968782,0.241760763,0.459899765
Sep,2015,Sep2015,WUFT-FM,81379,65344,112263,0.771071161,0.014143698,4.92E-05
Sep,2015,Sep2015,KUER,80600,43756,134117,0.542431762,0.00939206,0.141799007
Sep,2015,Sep2015,KALW,79444,57824,166398,0.621519561,0.056719198,0.082057802
Sep,2015,Sep2015,Nevada Public Radio,78649,56107,127221,0.003509263,0.001322331,1.27E-05
Sep,2015,Sep2015,WFUV,78434,23774,94906,0.00118571,0.945164087,0
Sep,2015,Sep2015,KSTX,76504,53312,130200,0.638437206,0.00205218,0.152292691
Sep,2015,Sep2015,Rhode Island Public Radio,72183,43902,116557,0.755427178,0.051036948,0.009836111
Sep,2015,Sep2015,WXXI Public Broadcasting,72168,46639,107428,0.585176255,0.055259949,0.088432546
Sep,2015,Sep2015,WUWM 89.7 FM - Milwaukee Public Radio,69352,44268,117120,0.588620371,0.258853386,0.120775176
Sep,2015,Sep2015,WESA,68706,47108,111402,0.629246354,0.099496405,0.135635898
Sep,2015,Sep2015,MTPR,68661,47155,111525,0.652437337,0.243369598,0.124306375
Sep,2015,Sep2015,WYPR Your Public Radio,66359,37915,136827,0.346373514,0.142166097,0.269669525
Sep,2015,Sep2015,WFAE,66167,42775,104637,0.486843895,9.07E-05,0.223117264
Sep,2015,Sep2015,Boise State Public Radio,65223,46434,108790,0.700090459,0.180074514,0.152369563
Sep,2015,Sep2015,KMUW,63427,47670,96822,0.736673656,0.165276617,0.006763681
Sep,2015,Sep2015,KWSU,61798,41873,100596,0.548836532,0.000825269,0.184763261
Sep,2015,Sep2015,WMFE,61435,37027,103485,3.26E-05,0.000602263,0.145633596
Sep,2015,Sep2015,89.9 WWNO New Orleans Public Radio,58085,30545,106925,0.371403977,0.396608419,0.235413618
Sep,2015,Sep2015,WRVO Public Media,56846,35782,98682,0.625092355,0.23547831,0.188069521
Sep,2015,Sep2015,WUSF Public Media,54177,39904,115074,0.815235247,0.000166122,0.006478764
Sep,2015,Sep2015,Jefferson Public Radio,52494,24122,114623,0.354916752,0.098601745,0.230540633
Sep,2015,Sep2015,WBFO,52195,35796,96074,0.686157678,0.014675735,0.159727943
Sep,2015,Sep2015,WOSU Public Media,51569,29911,95632,0.505109659,7.76E-05,0.274409044
Sep,2015,Sep2015,KRWG,51565,40401,86876,0.80407253,9.70E-05,0.035159507
Sep,2015,Sep2015,WVTF & RADIO IQ,49757,28914,97300,0.419559057,0.105070643,0.28098559
Sep,2015,Sep2015,Wyoming Public Media,46612,28941,80364,0.566699562,0.000107269,0.213399983
Sep,2015,Sep2015,WJCT,43897,36850,62568,0.832152539,4.56E-05,0.00874775
Sep,2015,Sep2015,Illinois Public Media,42502,21023,84178,0.230012705,0.177921039,0
Sep,2015,Sep2015,WKMS,40432,31619,77541,0.789646814,0.001904432,0.038286506
Sep,2015,Sep2015,WNCW,39741,18554,82601,0.071160766,0.611434035,0.374298583
Sep,2015,Sep2015,WUIS,38157,27638,67687,0.788348141,0.074429331,0.069816809
Sep,2015,Sep2015,WQED Multimedia,37727,23227,91357,0.084581334,0.095210327,0
Sep,2015,Sep2015,WNKU,37682,14034,66785,0.1041346,0,0.514781593
Sep,2015,Sep2015,WMHT,37468,23803,69461,0.050309598,0.141267215,0
Sep,2015,Sep2015,WKAR,37003,22999,73048,0.385347134,0.003134881,0.145528741
Sep,2015,Sep2015,88.9 KETR,35721,26898,48425,0.878502841,0.000111979,0.006942695
Sep,2015,Sep2015,WHRV FM,34771,11925,46244,0,0,0
Sep,2015,Sep2015,New England Public Radio,34520,21539,61985,0.403765933,0.334356895,0.000173812
Sep,2015,Sep2015,northern public radio,34018,23383,56855,0.608854136,0.000323358,0.198512552
Sep,2015,Sep2015,KVPR,32922,26946,45473,0.747129579,0.040155519,0.093888585
Sep,2015,Sep2015,WDAV Classical Public Radio,32558,17064,58421,0.122181952,0.002487868,0.000122858
Sep,2015,Sep2015,KWGS,32056,18855,66625,0.406351385,0.029261293,0.212534315
Sep,2015,Sep2015,WFSU,31170,25305,48521,0.837568175,0,0.045877446
Sep,2015,Sep2015,KBIA,30830,22600,55294,0.674408044,0.135679533,0.114369121
Sep,2015,Sep2015,Mississippi Public Broadcasting,30729,19487,62857,0.242181653,0.11513554,0.027075401
Sep,2015,Sep2015,WFDD,30618,18791,58123,0.431870142,0.001763668,0.292997583
Sep,2015,Sep2015,KLCC,30432,19058,56251,0.458629075,0.001643007,0.036244742
Sep,2015,Sep2015,Hawaii Public Radio,30351,24681,55607,0.841487925,0,0.030015485
Sep,2015,Sep2015,WGCU,29963,19599,52735,0.485732403,0.021126055,0.151687081
Sep,2015,Sep2015,Tri States Public Radio,29594,25375,50099,0.889842536,0.005406501,0.027370413
Sep,2015,Sep2015,South Dakota Public Broadcasting,29338,19460,90063,0.341332061,0.079078328,0.061660645
Sep,2015,Sep2015,KUNM,29201,17622,65157,0.35091264,0.095167974,0.23136194
Sep,2015,Sep2015,WSHU,28990,16472,51242,0.341117627,0.005760607,0.322973439
Sep,2015,Sep2015,KGOU,28060,19515,56579,0.518959373,0.129650748,0.130506058
Sep,2015,Sep2015,WCLK,27730,13375,59247,0.168626037,3.61E-05,0.422502705
Sep,2015,Sep2015,KNAU,27474,17332,52313,0.472410279,0.018708597,0.20914319
Sep,2015,Sep2015,KOSU,26106,17874,44857,0.495518272,0.014594346,0.204818816
Sep,2015,Sep2015,WYSO,25921,16874,53162,0.487789823,0,0.169013541
Sep,2015,Sep2015,KPCW 91.9FM,25744,18649,44989,0.702260721,0.148733686,0.082582349
Sep,2015,Sep2015,Interlochen Public Radio,25121,16003,46988,0.547947932,0.15504956,0.17654552
Sep,2015,Sep2015,South Carolina ETV Radio,24300,12817,52307,0.260781893,0.000329218,0.310164609
Sep,2015,Sep2015,KDLG,24109,13892,53881,0.732755403,0,0.011489485
Sep,2015,Sep2015,KUVO,23705,12240,45831,0.212697743,0.001181185,0.361991141
Sep,2015,Sep2015,KUAR,23203,15990,45333,0.600310305,0.030599491,0.150023704
Sep,2015,Sep2015,WCBE,22682,16081,57000,0.451635658,0.113041178,0.160215149
Sep,2015,Sep2015,WCQS,22483,11193,43897,0.236222924,0.021749766,0.317395365
Sep,2015,Sep2015,WBHM 90.3 Birmingham,21868,15271,35932,0.236372782,0.023047375,0.172260838
Sep,2015,Sep2015,WMRA,21408,15080,32297,0.544189088,9.34E-05,0.173346413
Sep,2015,Sep2015,Ozarks Public Radio,21233,14723,41325,0.589836575,0.01412895,0.154994584
Sep,2015,Sep2015,WCBU peoria public radio,21025,15969,39672,0.666206897,0.071724138,0.073436385
Sep,2015,Sep2015,KCBX,20467,12321,35484,0.423853032,0.021156007,0.023501246
Sep,2015,Sep2015,WEMU 89.1,20231,13726,43625,0.388562108,0.060056349,0.187187979
Sep,2015,Sep2015,WDDE,19723,15249,37610,0.828170157,0.003447751,0.028748162
Sep,2015,Sep2015,WGLT,19368,11342,46087,0.345879802,0.004801735,0.014973152
Sep,2015,Sep2015,WMUK,19176,15088,29793,0.756049228,0.000469337,0.09047768
Sep,2015,Sep2015,WDET,18683,6586,23762,0,0,0.345929455
Sep,2015,Sep2015,KRCC,18291,10752,34877,0.294571101,0.000273358,0.239680717
Sep,2015,Sep2015,WHQR,18108,11874,35390,0.475590899,0.004417937,0.190799647
Sep,2015,Sep2015,KAZU,17367,8712,32769,0.290032821,0.247999079,0.336154776
Sep,2015,Sep2015,WUOT,16265,7521,35700,0.138149401,0.051275745,0.403442976
Sep,2015,Sep2015,Utah Public Radio,15975,12721,26562,0.758622848,0.098528951,0.050829421
Sep,2015,Sep2015,KPBX,15397,8978,29294,0.37468338,0.167370267,0.242190037
Sep,2015,Sep2015,WEKU,15133,7366,28492,0.266569748,0.138637415,0.2746316
Sep,2015,Sep2015,WUKY,14932,9307,24811,0.47977498,0.00254487,0.033150281
Sep,2015,Sep2015,WUWF,14747,10312,28127,0.580728284,0.00162745,0.17033973
Sep,2015,Sep2015,KIOS,14714,7778,26897,0.243917358,0.0005437,0.254587468
Sep,2015,Sep2015,KUAF 91.3 FM Fayetteville,14446,8551,30768,0.473141354,0.009137478,0.250242282
Sep,2015,Sep2015,KAJX,14339,10415,29770,0.710161099,0.053141781,0.088081456
Sep,2015,Sep2015,KUNR Reno Public Radio,13766,7350,31614,0.354641871,7.26E-05,0.292169112
Sep,2015,Sep2015,Alabama Public Radio,13563,10357,23828,0.538818845,7.37E-05,0.02558431
Sep,2015,Sep2015,WNMU,13517,9498,27623,0.551971591,0,0.00806392
Sep,2015,Sep2015,WKNO,13467,7725,26143,0.271107151,0.001113834,0.252468998
Sep,2015,Sep2015,WTEB,12772,9614,23829,0.522705919,0.000156593,0.16974632
